population,gdp,clean_cons_per_capita,clean_consumption,clean_share_energy,fossil_cons_per_capita,fossil_consumption,fossil_share_energy,electricity_demand,energy_per_gdp
46237928.0,572000000000.0,2781.923,128.63,28.436,698.575,319.439,7.615,70.85,0.791
46677944.0,597000000000.0,2768.615,129.233,27.23,729.775,34.319,71.636,68.27,0.796
47119728.0,615000000000.0,2733.462,128.8,26.81,7338.59,345.792,71.978,75.8,0.781
47625960.0,627000000000.0,281.486,133.423,26.448,7657.623,364.72,72.291,74.88,0.804
48351668.0,636000000000.0,333.537,161.37,31.583,783.537,342.5,67.171,77.53,0.802
49276968.0,652000000000.0,3238.949,159.66,3.699,7174.587,353.542,68.0,79.3,0.798
4873705.0,58374078464.0,238.581,11.251,11.21,1832.665,89.22,88.8,15.74,1.721
4844526.0,45560401920.0,3589.63,17.39,2.55,13916.68,67.419,79.495,13.7,1.861
4798318.0,40296484864.0,268.95,12.86,15.97,1497.456,67.643,84.6,11.68,1.998
4792409.0,37941878784.0,287.419,13.454,16.16,1479.22,7.492,83.912,11.69,2.214
4819431.0,41058422784.0,3334.675,16.71,18.938,14269.983,68.773,81.39,11.83,2.067
4807100.0,44384567296.0,3495.781,16.85,19.131,14773.343,71.16,8.851,12.35,1.979
4758624.0,47434641408.0,4886.35,23.251,24.671,14912.374,7.962,75.295,12.86,1.987
4711373.0,51344322560.0,3673.56,17.37,18.538,16141.166,76.47,81.455,13.61,1.818
4659937.0,53359112192.0,3821.294,17.87,18.38,1736.189,8.898,81.947,14.24,1.85
4605329.0,53571235840.0,474.52,21.666,21.222,17462.222,8.419,78.772,14.6,1.906
4548438.0,54951510016.0,4195.166,19.81,19.763,1731.225,77.465,8.234,14.68,1.757
4506760.0,56076091392.0,4681.24,21.96,2.781,17844.628,8.421,79.218,15.29,1.81
4482874.0,59660337152.0,389.632,17.78,16.86,18859.72,84.543,83.194,15.75,1.703
4461141.0,63955259392.0,3548.168,15.829,14.888,2284.341,9.492,85.112,16.5,1.662
4443351.0,67606573056.0,4947.642,21.984,19.887,19927.61,88.545,8.1,16.89,1.635
4429687.0,71536394240.0,4554.636,2.176,18.461,216.622,89.66,81.498,17.47,1.528
4417562.0,76142043136.0,4274.327,18.882,17.491,2154.235,89.32,82.477,17.92,1.418
4405542.0,81332862976.0,339.78,13.389,12.345,21566.879,95.14,87.66,18.44,1.333
4393666.0,84280721408.0,3722.938,16.357,15.164,283.85,91.42,84.735,18.79,1.28
4382142.0,79251070976.0,4756.135,2.842,19.569,1959.365,85.493,8.271,18.35,1.344
4368680.0,79107170304.0,5886.397,25.716,23.753,18871.113,82.442,76.15,18.76,1.369
4351838.0,80079052800.0,3317.872,14.438,15.287,18336.823,79.8,84.485,18.38,1.18
4331592.0,78321270784.0,3271.386,14.17,16.177,1685.686,72.795,83.15,18.02,1.118
4308854.0,77479518208.0,5787.75,24.939,25.959,1633.912,7.368,73.245,17.82,1.24
4283968.0,77088243712.0,6179.622,26.474,27.573,1629.382,68.67,71.521,17.39,1.245
4254821.0,78221434880.0,4584.892,19.58,21.432,16542.155,7.383,77.326,18.04,1.164
4223748.0,80230187008.0,527.984,21.238,22.418,1771.956,72.18,76.117,18.15,1.181
4192468.0,82748776448.0,4183.257,17.538,18.54,1823.51,75.562,79.72,18.74,1.145
4160488.0,84978688000.0,5793.971,24.15,24.557,1721.1,71.61,72.944,18.94,1.155
1018688.0,21687285760.0,2.135,0.2,0.7,3653.338,31.226,99.993,4.2,1.44
1037070.0,22703857664.0,2.542,0.3,0.8,33739.429,34.99,99.992,4.38,1.541
1055445.0,23948568576.0,3.669,0.4,0.11,326.63,34.48,99.987,4.65,1.437
1073875.0,25336385536.0,5.489,0.6,0.17,3256.555,34.966,99.941,4.87,1.381
1092402.0,26560141312.0,8.62,0.9,0.26,32628.193,35.643,99.48,5.07,1.35
1110979.0,26331576320.0,1.946,0.12,0.35,31261.158,34.73,99.22,5.21,1.329
1129693.0,26927026176.0,93.353,0.15,0.31,2988.443,33.674,98.879,5.33,1.265
1145090.0,27264894976.0,33.548,0.347,1.3,28841.887,33.26,97.929,4.92,1.237
1156556.0,26403463168.0,49.751,0.567,1.796,26538.68,3.693,97.114,4.72,1.197
1166972.0,24831176704.0,649.258,0.758,2.679,23299.32,27.19,96.15,4.29,1.139
1176997.0,24451190784.0,615.75,0.724,2.561,2319.747,27.296,96.469,4.34,1.157
1187286.0,24862126080.0,79.495,0.938,3.216,23557.356,27.97,95.837,4.54,1.174
1197889.0,25590757376.0,832.77,0.998,3.143,25436.86,3.47,96.9,4.89,1.24
1208527.0,26706794496.0,844.437,1.21,3.13,2597.796,31.311,96.56,5.0,1.221
1218834.0,27790155776.0,895.285,1.92,3.361,25518.631,31.13,95.813,5.06,1.168
10301190.0,146000000000.0,3799.871,39.143,7.159,49275.944,57.61,92.842,61.58,3.741
10303359.0,131000000000.0,3653.652,37.645,7.565,44645.69,459.995,92.435,57.77,3.803
10310956.0,132000000000.0,3773.195,38.96,8.55,4366.255,444.55,91.941,56.01,3.662
10318915.0,134000000000.0,3864.498,39.877,8.323,42494.316,438.496,91.521,56.57,3.583
10321309.0,139000000000.0,3985.894,41.139,8.819,4116.151,424.27,9.952,57.95,3.347
10311702.0,150000000000.0,3939.476,4.623,8.355,4368.957,444.114,91.341,61.0,3.243
10295653.0,158000000000.0,417.13,42.284,8.48,44625.663,459.451,91.357,63.83,3.176
10279042.0,159000000000.0,3937.75,4.476,8.392,42795.89,439.892,91.24,63.02,3.028
10263837.0,161000000000.0,445.342,41.521,8.867,41355.676,424.467,9.645,62.16,2.912
10249145.0,165000000000.0,4182.923,42.872,9.548,39363.79,43.444,89.853,60.89,2.718
10234712.0,175000000000.0,4275.666,43.76,9.223,41854.893,428.373,9.283,62.88,2.719
10230273.0,182000000000.0,4654.265,47.615,9.813,42566.234,435.464,89.742,64.68,2.664
10238170.0,188000000000.0,5837.22,59.763,12.278,41477.522,424.654,87.247,64.61,2.596
10248039.0,197000000000.0,7418.229,76.22,14.774,42569.888,436.258,84.785,66.58,2.615
10261003.0,209000000000.0,7664.45,78.641,14.91,43518.83,446.546,84.67,68.07,2.522
10280122.0,225000000000.0,7278.155,74.821,14.46,4338.888,442.445,85.19,69.3,2.304
10304822.0,244000000000.0,7619.463,78.516,14.831,43455.232,447.798,84.579,71.03,2.17
10337831.0,261000000000.0,7472.841,77.254,14.753,42793.553,442.393,84.482,71.62,2.008
10378586.0,271000000000.0,7516.214,78.7,15.187,4143.494,429.71,83.659,71.81,1.893
10421515.0,261000000000.0,7748.512,8.751,16.384,38755.268,43.888,81.949,68.0,1.885
10464750.0,271000000000.0,8115.535,84.927,16.535,449.54,419.13,81.62,70.29,1.896
10496379.0,280000000000.0,8354.713,87.695,17.459,38342.861,42.461,8.127,69.63,1.795
10511065.0,278000000000.0,8848.662,93.9,18.61,37372.193,392.822,78.63,69.49,1.8
10514547.0,276000000000.0,948.31,95.139,19.398,3676.682,379.331,77.344,69.05,1.775
10517178.0,284000000000.0,8657.79,91.48,18.972,3521.53,37.311,77.161,68.71,1.691
10523801.0,297000000000.0,7775.971,81.832,17.386,3517.961,37.133,78.634,70.01,1.587
10527584.0,304000000000.0,758.726,74.311,16.5,35267.33,371.28,79.965,71.04,1.528
10531315.0,317000000000.0,848.191,84.758,17.459,36199.364,381.227,78.527,72.74,1.531
10534598.0,326000000000.0,836.356,88.73,18.199,35774.417,376.869,77.877,72.95,1.484
5144626.0,151000000000.0,366.878,1.888,0.935,38759.513,199.43,98.734,33.03,1.336
5158325.0,154000000000.0,438.819,2.263,0.972,44482.833,229.457,98.541,34.57,1.51
5175466.0,158000000000.0,538.837,2.789,1.279,41288.53,213.685,97.959,34.5,1.38
5193776.0,159000000000.0,64.461,3.139,1.357,43482.887,225.84,97.638,35.16,1.454
5213801.0,168000000000.0,663.335,3.458,1.394,46562.385,242.767,97.868,35.74,1.472
5235205.0,175000000000.0,682.86,3.571,1.466,45458.386,237.984,97.687,35.95,1.396
5256002.0,181000000000.0,71.194,3.685,1.271,53947.262,283.547,97.812,38.16,1.605
5277385.0,188000000000.0,194.695,5.777,2.197,4815.41,254.16,96.619,37.03,1.402
5298991.0,193000000000.0,1589.42,8.42,3.319,45636.86,241.83,95.324,36.76,1.315
5319856.0,200000000000.0,171.82,9.5,3.678,43758.542,232.79,94.612,36.58,1.232
5340662.0,208000000000.0,2365.632,12.634,5.342,41144.15,219.737,92.94,36.66,1.135
5360753.0,211000000000.0,2375.558,12.735,5.368,4974.936,219.657,92.598,37.15,1.123
5378700.0,213000000000.0,2664.5,14.332,6.54,4237.487,216.426,91.412,37.21,1.109
5396355.0,216000000000.0,3.72,16.192,6.345,42821.573,231.8,9.536,37.61,1.184
5415583.0,223000000000.0,3517.979,19.51,7.884,39387.843,213.38,88.271,37.55,1.086
5436314.0,229000000000.0,3496.714,19.9,8.147,37562.758,24.23,87.511,37.6,1.019
5457863.0,239000000000.0,3197.68,17.453,6.795,4256.43,229.538,89.371,38.68,1.073
5479722.0,243000000000.0,3716.29,2.364,8.356,38939.319,213.377,87.55,38.36,1.003
5502752.0,243000000000.0,3552.292,19.547,8.332,37246.25,24.957,87.364,38.07,0.965
5526455.0,232000000000.0,347.551,18.831,8.529,3469.931,191.27,86.621,36.71,0.95
5550850.0,238000000000.0,3918.331,21.75,9.348,35297.325,195.931,84.211,37.73,0.977
5576016.0,243000000000.0,4851.47,27.53,12.298,31825.4,177.457,8.671,36.54,0.906
5600955.0,243000000000.0,587.26,28.493,13.973,28341.799,158.741,77.852,35.91,0.838
5625393.0,246000000000.0,5646.31,31.764,14.913,29323.792,164.958,77.451,35.82,0.867
5650654.0,250000000000.0,6562.988,37.85,17.977,2755.61,152.881,74.19,35.04,0.826
5677795.0,254000000000.0,6998.463,39.736,19.933,25296.566,143.629,72.5,34.84,0.786
5706856.0,257000000000.0,6353.742,36.26,18.25,25732.298,146.851,73.0,35.61,0.783
5737286.0,262000000000.0,7212.75,41.382,2.446,24131.155,138.448,68.45,35.59,0.772
5766689.0,268000000000.0,6822.183,39.341,19.727,2451.84,138.7,69.546,35.58,0.743
12626511.0,85978873856.0,1782.466,22.56,21.614,6464.374,81.622,78.385,10.37,1.211
12845523.0,90060685312.0,1617.68,2.772,19.692,6594.584,84.711,8.38,10.77,1.171
13070617.0,94405017600.0,168.262,21.962,21.95,6284.884,82.147,78.95,11.6,1.103
13301188.0,97644568576.0,1565.582,2.824,19.533,6449.297,85.784,8.467,12.26,1.092
13534598.0,106000000000.0,1578.25,21.358,18.726,6848.21,92.688,81.265,14.69,1.072
13770015.0,113000000000.0,1431.217,19.78,16.325,7312.161,1.688,83.43,13.87,1.07
14009064.0,119000000000.0,1448.86,2.286,15.888,7633.25,16.934,83.748,15.09,1.077
14251838.0,122000000000.0,1793.31,25.558,19.37,7577.718,17.996,8.443,17.4,1.1
14496800.0,131000000000.0,2189.622,31.743,22.153,7648.416,11.878,77.382,18.72,1.096
14742768.0,132000000000.0,1748.17,25.773,18.434,7687.91,113.341,81.71,19.02,1.056
14989581.0,138000000000.0,1599.814,23.981,15.452,871.494,13.432,84.45,19.65,1.125
15237734.0,150000000000.0,216.161,3.721,18.66,8729.19,133.12,8.787,21.16,1.099
15483884.0,158000000000.0,2167.578,33.563,19.297,92.514,139.395,8.142,22.34,1.099
15722988.0,166000000000.0,1923.929,3.25,16.852,9431.36,148.284,82.66,23.07,1.081
15957995.0,173000000000.0,1961.477,31.32,16.61,9771.429,155.933,82.694,24.24,1.091
16195904.0,173000000000.0,22.6,35.631,18.948,9324.64,151.2,8.31,25.56,1.087
16439588.0,169000000000.0,2598.38,42.717,22.793,8698.31,142.992,76.31,26.82,1.107
16696947.0,173000000000.0,3219.553,53.757,27.628,8336.893,139.21,71.544,27.64,1.123
17015672.0,176000000000.0,3233.574,55.21,26.723,8774.213,149.299,72.513,28.88,1.173
71371368.0,444000000000.0,59.752,42.163,7.416,7375.95,526.37,92.583,74.32,1.281
72854256.0,475000000000.0,588.466,42.873,7.226,7555.38,55.441,92.774,79.13,1.249
74393760.0,501000000000.0,557.449,41.471,6.796,7645.44,568.772,93.25,84.08,1.218
75963328.0,528000000000.0,54.941,38.357,5.937,7999.52,67.634,94.63,89.59,1.224
77522424.0,561000000000.0,495.744,38.431,5.634,832.45,643.623,94.365,95.51,1.216
79075312.0,599000000000.0,476.363,37.669,5.385,8368.58,661.748,94.614,102.38,1.167
80629664.0,649000000000.0,472.549,38.12,5.172,8663.595,698.543,94.828,109.15,1.135
82218760.0,712000000000.0,511.783,42.78,5.363,93.8,742.51,94.637,118.22,1.103
83844784.0,773000000000.0,537.155,45.38,5.415,9384.12,786.8,94.586,123.39,1.077
85501064.0,828000000000.0,483.8,41.366,4.81,9594.13,82.36,95.199,130.73,1.04
87252416.0,895000000000.0,457.722,39.937,4.462,981.154,855.174,95.538,158.85,1.0
89200056.0,919000000000.0,455.531,4.634,4.332,161.45,897.445,95.668,155.5,1.02
91240384.0,946000000000.0,446.86,4.767,4.181,1241.613,934.449,95.82,163.99,1.031
93377896.0,971000000000.0,433.91,4.441,4.177,9934.932,927.73,95.822,167.83,0.997
95592328.0,1020000000000.0,418.149,39.972,4.182,9581.468,915.914,95.818,174.61,0.938
97723792.0,1060000000000.0,43.441,42.64,4.329,9513.98,929.656,95.671,185.63,0.918
99784032.0,1100000000000.0,424.633,42.371,4.132,9853.391,983.211,95.869,189.3,0.929
101789384.0,1160000000000.0,45.252,41.251,3.87,166.394,124.652,96.13,196.5,0.92
103740768.0,1220000000000.0,417.54,43.266,4.55,9866.835,123.593,95.945,199.05,0.873
1403494.0,21088651264.0,8.431,0.12,0.22,38249.998,53.684,99.97,7.66,2.548
1396881.0,22945026048.0,1.579,0.15,0.27,39585.767,55.296,99.898,7.58,2.412
1388000.0,24006164480.0,14.89,0.21,0.36,4167.223,57.75,99.93,7.87,2.408
1379241.0,25057701888.0,15.649,0.22,0.37,41689.55,57.499,99.812,7.84,2.299
1370663.0,26485059584.0,4.415,0.56,0.88,45734.283,62.686,99.78,8.26,2.372
1362489.0,27701385216.0,62.595,0.85,0.133,46911.7,63.917,99.712,8.52,2.314
1354665.0,29813616640.0,16.433,0.217,0.337,47349.852,64.143,99.497,8.59,2.162
1346711.0,32350019584.0,19.791,0.257,0.44,46997.35,63.292,99.386,8.98,1.969
1340576.0,34297835520.0,238.347,0.319,0.433,54689.2,73.315,99.44,9.76,2.15
1337013.0,31920816128.0,338.381,0.453,0.667,5285.989,67.233,99.85,9.64,2.126
1334557.0,26784890880.0,475.234,0.634,1.79,42756.427,57.6,97.179,8.86,2.192
1331535.0,26952075264.0,633.894,0.844,1.153,52456.184,69.847,95.486,9.72,2.714
1327435.0,28535476224.0,827.534,1.99,1.55,52215.999,69.313,94.997,9.33,2.557
1322682.0,29763610624.0,987.376,1.36,1.777,52118.878,68.936,93.813,9.72,2.469
1317985.0,30185959424.0,115.554,1.517,1.96,5597.774,73.685,95.239,9.69,2.563
1314531.0,31037874176.0,136.183,1.716,2.321,53128.76,69.84,94.45,9.7,2.383
1314658.0,31485411328.0,1532.218,2.15,2.944,48594.438,63.885,93.378,9.23,2.173
1315928.0,31962619904.0,1299.292,1.71,2.424,5154.629,66.0,93.541,10.13,2.207
1317550.0,33800136704.0,1542.161,2.32,2.596,55318.852,72.886,93.133,10.43,2.315
1322146.0,35409424384.0,1364.343,1.84,2.323,54168.766,71.62,92.236,10.47,2.193
4986551.0,134000000000.0,17298.916,86.262,26.717,44149.341,22.152,68.186,65.03,2.409
5013856.0,126000000000.0,18749.767,94.8,28.455,4396.652,22.413,66.715,65.27,2.617
5042120.0,122000000000.0,19625.572,98.954,3.5,4255.411,214.545,65.151,66.12,2.697
5066609.0,121000000000.0,18949.497,96.1,28.99,42845.96,217.84,65.364,68.66,2.738
5088491.0,126000000000.0,1768.267,89.599,25.699,46854.125,238.416,68.382,72.18,2.763
5107942.0,132000000000.0,1884.719,92.376,27.798,42845.736,218.854,65.856,72.45,2.526
5124717.0,137000000000.0,17714.984,9.785,26.95,4652.296,238.311,68.52,73.04,2.549
5139944.0,145000000000.0,18516.119,95.172,27.36,4568.732,231.65,65.88,76.81,2.425
5153548.0,153000000000.0,2735.186,16.86,29.316,44215.335,227.866,62.512,79.46,2.38
5165500.0,160000000000.0,239.555,13.514,28.953,448.196,227.325,63.581,80.58,2.234
5176208.0,169000000000.0,2834.5,17.841,3.4,4336.412,224.163,62.368,81.67,2.124
5188007.0,174000000000.0,19986.639,13.691,28.239,45737.197,237.285,64.622,84.25,2.114
5200588.0,177000000000.0,18189.449,94.596,25.631,47297.497,245.975,66.645,86.65,2.088
5212991.0,180000000000.0,17641.278,91.965,23.269,52482.81,273.592,69.225,88.93,2.191
5228143.0,188000000000.0,2498.456,17.169,27.231,48446.52,253.282,64.357,90.47,2.098
5246070.0,193000000000.0,19822.382,13.989,29.86,4256.825,223.277,62.451,87.34,1.853
5266249.0,201000000000.0,18268.863,96.28,25.65,4895.783,253.284,65.988,93.45,1.91
5288694.0,212000000000.0,19813.136,14.787,27.382,46554.572,246.213,64.337,93.48,1.809
5313358.0,213000000000.0,21113.567,112.184,3.398,4299.241,223.689,6.613,89.75,1.731
5338813.0,196000000000.0,193.15,11.453,29.66,3984.454,212.71,62.181,83.87,1.748
5363279.0,202000000000.0,18527.416,99.367,26.726,44262.721,237.393,63.848,90.84,1.843
5388173.0,207000000000.0,18512.57,99.747,28.477,39869.893,214.826,61.331,87.06,1.691
5413865.0,204000000000.0,2458.6,11.76,32.51,35927.3,194.54,57.89,87.53,1.669
5438873.0,203000000000.0,18714.854,11.788,29.749,37185.958,22.25,59.19,86.69,1.689
5461436.0,201000000000.0,19457.749,16.268,32.176,34172.5,186.629,56.58,85.78,1.641
5479457.0,202000000000.0,21397.24,117.244,35.69,3296.893,175.874,53.417,84.7,1.631
5495217.0,205000000000.0,251.399,112.79,33.698,33719.617,185.297,55.41,87.43,1.634
5508146.0,211000000000.0,2755.92,114.327,34.875,319.54,175.713,53.61,87.56,1.551
5515465.0,215000000000.0,2536.898,113.271,33.886,32643.191,18.42,53.863,89.92,1.558
56412896.0,1640000000000.0,18621.478,15.491,39.524,28384.554,161.256,6.246,371.76,1.624
56645216.0,1660000000000.0,1964.693,111.511,39.38,3151.538,177.94,6.455,398.73,1.706
56864048.0,1680000000000.0,2475.557,1164.322,4.87,2953.778,1677.75,58.891,406.22,1.693
57053728.0,1670000000000.0,21681.434,1237.7,43.414,28149.971,166.61,56.365,408.23,1.703
57230064.0,1710000000000.0,21938.775,1255.558,44.615,27113.844,1551.727,55.14,411.43,1.643
57420356.0,1750000000000.0,22437.488,1288.369,44.719,2766.428,1585.171,55.22,421.36,1.647
57623180.0,1770000000000.0,23.891,1325.384,44.357,28719.34,1654.882,55.384,440.35,1.684
57839364.0,1820000000000.0,22721.346,1314.188,44.588,2889.544,1624.681,55.123,435.56,1.622
58080344.0,1880000000000.0,22168.97,1287.53,42.75,29595.74,1718.929,57.14,449.69,1.601
58352208.0,1950000000000.0,229.13,1336.271,43.552,29524.662,1722.829,56.151,458.09,1.573
58665456.0,2030000000000.0,2349.327,1378.7,44.349,29313.785,1719.77,55.344,464.12,1.529
59014776.0,2080000000000.0,23881.14,149.338,44.87,29237.415,1725.44,54.855,475.26,1.514
59372784.0,2110000000000.0,23651.998,144.285,45.11,28591.15,1697.534,54.528,475.09,1.477
59728260.0,2130000000000.0,23491.887,143.13,44.612,28967.341,173.168,55.11,493.51,1.476
60108436.0,2200000000000.0,23569.564,1416.73,44.679,28983.713,1742.165,54.941,505.28,1.444
60510080.0,2240000000000.0,2394.531,1397.452,44.33,28798.315,1742.589,55.277,509.53,1.408
60919152.0,2300000000000.0,2341.16,143.64,44.886,289.187,1711.23,54.722,504.66,1.362
61329380.0,2350000000000.0,22561.96,1383.658,45.37,27315.382,1675.235,54.526,505.4,1.305
61721004.0,2360000000000.0,2278.528,146.36,45.622,26923.24,1661.717,53.918,519.36,1.305
62093300.0,2290000000000.0,2159.971,137.683,44.938,25569.27,1587.676,54.561,503.28,1.268
62444568.0,2340000000000.0,21972.511,1372.65,45.77,25782.458,169.975,53.77,532.12,1.28
62775272.0,2390000000000.0,21674.627,136.63,47.222,23945.522,153.186,52.17,510.99,1.205
63071412.0,2400000000000.0,2162.197,1362.481,47.259,23787.512,15.312,52.39,522.56,1.204
63335180.0,2420000000000.0,21913.721,1387.91,47.631,237.156,151.54,51.514,527.99,1.206
63588496.0,2420000000000.0,2218.373,14.115,5.154,21465.91,1364.986,48.895,499.0,1.151
63809768.0,2450000000000.0,21738.192,1387.18,49.396,21827.765,1392.825,49.6,509.86,1.145
63989320.0,2480000000000.0,2441.255,138.22,47.376,22225.53,1422.166,51.51,517.15,1.114
64144092.0,2540000000000.0,1984.936,127.371,46.355,2245.547,1437.184,52.442,515.95,1.081
64277812.0,2580000000000.0,2154.688,1353.35,48.488,21844.286,144.13,5.36,512.86,1.081
79370192.0,2020000000000.0,61.443,484.193,11.549,46665.722,373.867,88.342,547.75,2.08
79801984.0,2140000000000.0,5832.143,465.417,11.378,45367.326,362.43,88.55,535.26,1.911
80205024.0,2210000000000.0,6315.955,56.57,12.634,4361.485,3497.78,87.241,528.34,1.817
80573496.0,2210000000000.0,6124.315,493.458,12.362,43348.747,3492.76,87.54,523.36,1.806
80882120.0,2290000000000.0,679.662,491.736,12.435,42733.198,3456.352,87.41,527.55,1.727
81123264.0,2360000000000.0,6235.99,55.811,12.726,42681.25,3462.443,87.111,537.63,1.687
81300864.0,2400000000000.0,646.18,52.816,12.684,4411.79,3578.19,87.149,545.42,1.709
81436096.0,2470000000000.0,6742.41,549.76,13.547,42938.931,3496.779,86.272,545.66,1.638
81524384.0,2550000000000.0,6489.782,529.75,13.163,4279.67,3481.879,86.622,551.74,1.575
81556968.0,2630000000000.0,6882.251,561.295,14.161,4161.345,3392.88,85.62,553.58,1.506
81551680.0,2740000000000.0,718.1,585.549,14.681,4159.516,3391.777,85.46,575.36,1.455
81514568.0,2820000000000.0,7186.671,585.819,14.419,42451.77,346.381,85.172,585.55,1.441
81443424.0,2850000000000.0,7161.244,583.236,14.539,41845.692,348.57,84.952,591.96,1.407
81346808.0,2860000000000.0,791.223,576.849,14.384,41858.515,345.57,84.94,599.27,1.401
81266672.0,2930000000000.0,7495.469,69.132,15.191,41429.167,3366.811,83.962,607.66,1.369
81212168.0,2980000000000.0,7479.556,67.431,15.329,4735.955,338.255,83.487,608.84,1.328
81177816.0,3130000000000.0,79.245,641.324,15.787,41398.222,336.617,82.724,612.83,1.298
81183832.0,3270000000000.0,7399.713,6.736,15.429,3959.486,3214.18,82.552,615.75,1.191
81217488.0,3340000000000.0,7625.248,619.33,15.74,39719.78,3225.883,81.987,613.1,1.178
81260624.0,3190000000000.0,777.271,575.14,15.576,37145.74,318.431,81.752,576.67,1.158
81325088.0,3360000000000.0,743.119,64.255,15.77,38543.199,3134.528,81.477,609.69,1.146
81423384.0,3520000000000.0,6878.95,56.13,15.95,37245.677,332.669,81.731,601.4,1.054
81545568.0,3540000000000.0,76.771,571.371,15.188,37433.843,352.564,81.144,599.85,1.064
81680592.0,3550000000000.0,747.195,575.619,14.878,38533.76,3147.44,81.36,598.96,1.089
81858824.0,3610000000000.0,7213.516,59.489,15.925,36198.458,2963.163,79.912,586.07,1.027
82073232.0,3670000000000.0,7752.739,636.292,16.841,36322.856,2981.134,78.899,592.29,1.029
82331432.0,3740000000000.0,7474.527,615.388,16.23,37192.371,362.11,79.731,592.45,1.028
82624368.0,3830000000000.0,812.797,662.52,17.17,3799.916,365.358,78.794,593.55,1.016
82896696.0,3890000000000.0,8183.354,678.373,17.887,3569.136,2951.879,77.828,583.98,0.976
10302255.0,162000000000.0,58.319,5.237,1.823,27379.99,282.76,98.177,35.49,1.777
10391552.0,168000000000.0,882.411,9.17,3.146,27167.517,282.312,96.853,36.38,1.733
10478389.0,171000000000.0,623.943,6.538,2.24,27683.389,29.77,97.794,37.83,1.735
10563442.0,170000000000.0,651.95,6.887,2.291,27797.834,293.641,97.78,38.94,1.771
10647420.0,175000000000.0,732.67,7.794,2.55,27973.496,297.845,97.448,40.77,1.75
10727928.0,180000000000.0,982.87,1.536,3.326,28547.46,36.255,96.673,42.1,1.761
10803809.0,187000000000.0,1199.895,12.963,3.991,28863.86,311.831,96.8,43.77,1.739
10875274.0,197000000000.0,165.576,11.588,3.469,2965.588,322.459,96.53,45.58,1.697
10939474.0,206000000000.0,124.454,11.27,3.159,3146.882,343.574,96.841,47.8,1.719
10993861.0,215000000000.0,1278.671,14.57,3.963,3984.941,34.645,96.36,49.55,1.653
11038112.0,225000000000.0,111.132,12.254,3.284,32686.598,36.799,96.715,53.41,1.658
11072182.0,236000000000.0,756.988,8.382,2.229,33181.491,367.392,97.74,55.58,1.59
11096620.0,248000000000.0,97.745,1.73,2.676,32973.595,365.896,97.216,56.85,1.518
11110488.0,265000000000.0,151.556,16.783,4.213,3439.73,381.197,95.73,59.99,1.505
11115089.0,281000000000.0,152.129,16.696,4.193,3429.398,381.141,95.78,61.62,1.419
11113450.0,285000000000.0,1619.91,17.994,4.53,3432.755,381.221,95.4,63.21,1.403
11106097.0,304000000000.0,1938.167,21.525,5.233,3515.925,388.89,94.551,64.37,1.355
11091491.0,316000000000.0,1124.268,12.47,2.974,36543.755,45.325,96.656,67.07,1.326
11073621.0,318000000000.0,141.66,15.621,3.837,35224.933,39.68,95.822,68.53,1.28
11055503.0,307000000000.0,212.53,22.25,5.667,33363.336,368.848,93.932,65.44,1.278
11033784.0,293000000000.0,2599.42,28.678,7.663,31133.52,343.521,91.788,63.09,1.277
11004730.0,269000000000.0,1989.388,21.893,5.979,31115.461,342.417,93.513,62.42,1.363
10963633.0,249000000000.0,2487.682,27.274,7.914,28754.931,315.258,91.477,62.53,1.384
10914501.0,241000000000.0,3529.97,38.519,11.883,25959.16,283.33,87.46,59.01,1.345
10862972.0,242000000000.0,2981.935,32.393,1.629,24845.29,269.894,88.563,59.17,1.26
10806644.0,241000000000.0,3642.996,39.369,12.769,24647.199,266.354,86.392,61.44,1.278
10749742.0,242000000000.0,364.69,39.136,12.937,24241.239,26.587,86.136,63.21,1.252
10692230.0,245000000000.0,3357.95,35.93,13.639,2986.678,224.394,85.247,61.42,1.073
10633275.0,250000000000.0,3939.839,41.894,13.141,25763.87,273.954,85.931,59.53,1.275
6960600.0,272000000000.0,0.284,0.2,0.1,4152.567,285.75,99.999,42.66,1.049
7001452.0,288000000000.0,0.35,0.2,0.1,43421.281,34.12,99.999,43.53,1.057
7050673.0,292000000000.0,0.321,0.2,0.1,4116.881,282.851,1.0,42.96,0.97
7094600.0,282000000000.0,0.431,0.3,0.1,43533.851,38.856,99.998,43.64,1.095
7132437.0,299000000000.0,0.794,0.6,0.2,456.54,321.3,99.946,43.94,1.074
7175370.0,311000000000.0,1.488,0.1,0.4,45834.225,328.877,99.862,44.51,1.059
7234062.0,316000000000.0,1.536,0.11,0.4,43722.96,316.294,99.939,45.79,1.001
7296820.0,326000000000.0,1.431,0.1,0.4,4459.151,324.775,99.914,45.07,0.997
7352180.0,335000000000.0,1.439,0.1,0.4,43117.232,317.5,99.927,46.52,0.947
7399845.0,343000000000.0,1.751,0.13,0.4,4484.43,326.217,99.915,46.28,0.952
7435925.0,350000000000.0,1.615,0.12,0.3,452.812,334.771,99.897,46.42,0.957
7461508.0,363000000000.0,2.371,0.18,0.5,48124.92,359.84,99.885,46.08,0.989
7481563.0,374000000000.0,2.55,0.19,0.6,48549.62,363.228,99.876,46.46,0.973
10375989.0,107000000000.0,385.735,39.488,12.22,27333.531,283.612,87.763,39.59,3.026
